experiment,data,model,lr,version,target,dev_det_precision,dev_det_recall,dev_det_f1,dev_det_auc,det_threshold,test_det_precision,test_det_recall,test_det_f1,test_det_auc,dev_phase_precision,dev_phase_recall,dev_phase_f1,phase_threshold,dev_phase_mcc,phase_threshold_mcc,test_phase_precision,test_phase_recall,test_phase_f1,test_phase_mcc,dev_P_mean_s,dev_P_std_s,dev_P_mae_s,dev_S_mean_s,dev_S_std_s,dev_S_mae_s,test_P_mean_s,test_P_std_s,test_P_mae_s,test_S_mean_s,test_S_std_s,test_S_mae_s
geofon_eqtransformer_stead,geofon,eqtransformer,0.001,1,stead,0.8300531391458374,0.9826039684696929,0.8999093155994949,0.7375231343741672,0.19145574,0.8297522284703975,0.9838213457301745,0.9002424446950792,0.7427258628379683,0.40727377507172297,1.0,0.5788124276684767,0.11054883,0.0,5.095737000000001e+31,0.4088288029387694,1.0,0.5803810968173937,0.0,0.048282216401611816,3.562567779668869,2.4681211047709866,-1.8534714665835306,4.114524896231753,3.2741545222142374,0.08924424902200488,3.564965281333247,2.469391565311736,-1.8665485732507636,4.119613017183523,3.279053964206833
stead_eqtransformer_geofon,stead,eqtransformer,0.001,1,geofon,0.5001084089184403,0.9997832761423153,0.6667148414447617,0.5908272141342809,2.1813457e-06,0.5001043805017222,0.9997913261224916,0.6667130515451962,0.602885064664973,0.9945866141732284,0.9971453744493393,0.9958643507030605,0.0103788655,0.8062600657361383,0.0065294323,0.9971945417003322,0.9959093099622311,0.9965515114472998,0.7818272638511311,0.4254794197709227,3.4462025045081806,2.4293157760000152,0.06172038383838432,1.492230341553678,0.8481447647907647,0.35235580084503526,3.3825207618741673,2.3570641455837356,0.1582960089955025,1.3142370245820578,0.7040830734632684
